x,y,labels
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.633064516129032,5.0487012987013,1.0
1.754032258064516,5.0487012987013,1.0
1.875,4.886363636363637,1.0
2.782258064516129,4.480519480519481,1.0
2.419354838709677,3.8311688311688314,1.0
3.689516129032257,2.2889610389610393,1.0
5.383064516129031,3.6688311688311694,1.0
4.596774193548387,5.616883116883116,1.0
3.568548387096773,6.996753246753247,1.0
2.479838709677419,7.727272727272727,1.0
2.419354838709677,6.428571428571429,1.0
3.870967741935483,5.373376623376624,1.0
3.870967741935483,4.318181818181818,1.0
6.108870967741935,4.561688311688313,1.0
5.201612903225805,1.9642857142857144,1.0
8.10483870967742,2.4512987012987013,1.0
2.540322580645161,1.8831168831168839,1.0
5.987903225806451,2.4512987012987013,1.0
3.991935483870967,3.912337662337663,1.0
0.967741935483871,6.753246753246753,1.0
1.814516129032258,8.863636363636363,1.0
4.536290322580645,8.376623376623376,1.0
4.536290322580645,7.321428571428571,1.0
5.504032258064515,6.834415584415584,1.0
6.592741935483871,5.698051948051948,1.0
3.810483870967741,9.269480519480519,1.0
5.201612903225805,4.642857142857142,1.0
7.016129032258063,3.587662337662338,1.0
6.834677419354839,1.1525974025974035,1.0
4.778225806451613,0.7467532467532472,1.0
1.633064516129032,2.5324675324675328,1.0
2.842741935483871,10.081168831168831,1.0
6.290322580645161,7.808441558441558,1.0
7.983870967741935,5.8603896103896105,1.0
3.629032258064515,11.37987012987013,1.0
3.568548387096773,12.029220779220779,1.0
3.266129032258065,13.084415584415584,1.0
3.024193548387096,12.029220779220779,1.0
3.024193548387096,12.029220779220779,1.0
2.298387096774193,11.623376623376624,1.0
2.056451612903225,10.892857142857142,1.0
4.294354838709677,10.081168831168831,1.0
3.991935483870967,15.519480519480517,2.0
4.415322580645161,13.814935064935064,2.0
4.596774193548387,13.246753246753247,2.0
5.201612903225805,12.029220779220779,2.0
5.866935483870967,11.542207792207792,2.0
6.229838709677419,11.948051948051948,2.0
5.504032258064515,12.922077922077921,2.0
5.443548387096773,13.084415584415584,2.0
5.443548387096773,13.084415584415584,2.0
5.443548387096773,13.084415584415584,2.0
6.169354838709677,14.464285714285715,2.0
8.528225806451612,13.165584415584416,2.0
7.862903225806451,11.948051948051948,2.0
5.201612903225805,15.519480519480517,2.0
7.923387096774193,15.762987012987011,2.0
7.318548387096773,13.40909090909091,2.0
6.592741935483871,16.25,2.0
10.04032258064516,15.68181818181818,2.0
9.556451612903224,14.464285714285715,2.0
7.983870967741935,14.788961038961038,2.0
10.826612903225804,12.597402597402596,2.0
9.798387096774192,11.298701298701298,2.0
8.346774193548388,10.811688311688311,2.0
10.64516129032258,14.301948051948052,2.0
9.375,12.922077922077921,2.0
12.701612903225804,10.974025974025974,2.0
9.072580645161288,16.33116883116883,2.0
11.25,8.376623376623376,2.0
11.25,10.892857142857142,2.0
8.649193548387096,9.025974025974026,2.0
9.919354838709676,9.512987012987013,2.0
12.58064516129032,13.084415584415584,2.0
12.157258064516128,14.545454545454543,2.0
8.225806451612904,16.899350649350648,2.0
6.411290322580645,18.27922077922078,2.0
5.322580645161289,16.818181818181817,2.0
6.411290322580645,13.327922077922079,2.0
6.955645161290323,11.136363636363637,2.0
10.766129032258064,10.0,2.0
9.072580645161288,10.324675324675324,2.0
8.70967741935484,12.11038961038961,2.0
15.423387096774192,14.058441558441558,3.0
15.241935483870964,12.516233766233764,3.0
15.241935483870964,11.623376623376624,3.0
16.33064516129032,11.136363636363637,3.0
16.088709677419352,10.405844155844155,3.0
15.967741935483868,8.62012987012987,3.0
15.967741935483868,7.077922077922079,3.0
14.818548387096772,10.243506493506493,3.0
15.0,8.051948051948052,3.0
15.181451612903224,6.590909090909092,3.0
15.846774193548384,4.724025974025974,3.0
16.149193548387096,3.6688311688311694,3.0
15.0,3.425324675324676,3.0
15.483870967741932,2.1266233766233773,3.0
16.754032258064516,1.558441558441559,3.0
15.967741935483868,0.5844155844155852,3.0
12.459677419354836,2.5324675324675328,3.0
13.427419354838708,5.129870129870129,3.0
11.733870967741932,5.8603896103896105,3.0
12.52016129032258,3.5064935064935066,3.0
14.092741935483868,1.558441558441559,3.0
13.8508064516129,3.1818181818181825,3.0
12.883064516129032,1.4772727272727275,3.0
9.43548387096774,3.912337662337663,3.0
9.43548387096774,6.428571428571429,3.0
10.58467741935484,5.8603896103896105,3.0
10.282258064516128,4.39935064935065,3.0
10.04032258064516,2.1266233766233773,3.0
10.947580645161288,1.071428571428572,3.0
11.612903225806448,3.1818181818181825,3.0
13.004032258064516,7.646103896103895,3.0
13.79032258064516,6.103896103896105,3.0
16.633064516129032,5.941558441558442,3.0
16.451612903225804,12.516233766233764,3.0
16.57258064516129,10.0,3.0
17.116935483870964,7.5649350649350655,3.0
16.814516129032256,4.39935064935065,3.0
17.056451612903224,3.1818181818181825,3.0
16.149193548387096,2.045454545454546,3.0
17.963709677419352,1.233766233766234,3.0
17.54032258064516,0.6655844155844157,3.0
14.879032258064516,4.724025974025974,3.0
14.213709677419352,5.211038961038961,3.0
12.217741935483868,4.480519480519481,3.0
11.189516129032256,4.805194805194805,3.0
13.911290322580644,8.051948051948052,3.0
16.693548387096772,13.896103896103895,3.0
17.056451612903224,10.64935064935065,3.0
16.814516129032256,9.594155844155845,3.0
18.326612903225804,7.402597402597403,3.0
18.991935483870964,4.805194805194805,3.0
1.149193548387096,20.146103896103895,4.0
2.963709677419354,19.983766233766232,4.0
5.080645161290323,20.064935064935064,4.0
6.955645161290323,20.064935064935064,4.0
8.528225806451612,20.227272727272727,4.0
11.25,20.064935064935064,4.0
13.911290322580644,19.82142857142857,4.0
17.782258064516128,20.146103896103895,4.0
20.74596774193548,19.9025974025974,4.0
24.919354838709676,19.496753246753247,4.0
27.701612903225804,18.847402597402596,4.0
29.274193548387093,18.116883116883116,4.0
0.786290322580645,22.094155844155843,4.0
5.020161290322581,22.66233766233766,4.0
6.653225806451613,22.41883116883117,4.0
3.508064516129031,22.337662337662337,4.0
8.83064516129032,21.444805194805195,4.0
10.282258064516128,21.93181818181818,4.0
12.036290322580644,22.5,4.0
16.27016129032258,22.905844155844154,4.0
18.024193548387096,22.66233766233766,4.0
20.74596774193548,22.01298701298701,4.0
23.77016129032258,20.795454545454543,4.0
26.91532258064516,20.38961038961039,4.0
16.814516129032256,21.688311688311686,4.0
15.7258064516129,24.935064935064933,4.0
13.669354838709676,23.555194805194805,4.0
18.024193548387096,23.068181818181817,4.0
29.576612903225804,22.094155844155843,4.0
27.399193548387093,23.392857142857142,4.0
22.379032258064516,23.636363636363633,4.0
18.991935483870964,25.25974025974026,4.0
11.31048387096774,26.233766233766232,4.0
8.225806451612904,26.1525974025974,4.0
6.411290322580645,25.909090909090907,4.0
5.927419354838709,25.909090909090907,4.0
9.012096774193548,24.123376623376622,4.0
7.681451612903225,22.987012987012985,4.0
6.592741935483871,24.610389610389607,4.0
1.875,24.04220779220779,4.0
